南投縣,台中市,台北市,台南市,台東縣,嘉義市,嘉義縣,基隆市,宜蘭縣,屏東縣,彰化縣,新北市,新竹市,新竹縣,桃園市,花蓮縣,苗栗縣,雲林縣,高雄市
4762.911691586987,2991.841440707293,2588.346740729185,4893.512924548799,6994.036196748814,-3126.78506357342,5733.160300138038,2350.9222697536434,6602.022412961326,4588.308730510691,3675.489561187297,2796.318987167989,1848.6832442769164,5602.07132267182,2734.0463386344336,4293.169562360672,4716.844555885307,4598.017636079469,2155.8954838848404
4725.059034298794,2756.7014296304346,2502.1913158371544,3392.5968252383436,7998.936881132326,5524.997358166145,1727.2157751099976,-284.3226128930123,4214.24883237899,5534.2113501061685,6451.50120881946,2852.5177891980993,8701.59672401253,4386.356741612258,4911.578486565517,6025.138468597395,2279.638703801633,3723.1332708281207,2788.8167691774856
5528.6622005197405,3065.0465254428022,2542.8811510357323,2998.667976863063,1765.440337767026,3282.9485550060976,6966.227152818449,5938.37174315851,3367.9624731964245,7403.961008832679,3538.545856977602,2479.3328290800887,5606.7416874244755,4121.040351086368,4416.8252199166045,1257.161975096246,16658.15018369032,4282.572094432631,2124.0603751566955
6468.589324649149,3504.514873671357,2610.284708301542,2843.297962450538,2444.7115728207364,557.5528899847482,31039.139729275237,2648.288001330531,4347.003525904301,6443.207434174608,2612.1240187436033,2740.4755397388903,2424.979383312582,7615.040706539858,4307.1369742861325,-1740.197057951732,3021.6563859349612,6110.0440096712355,3198.9833597467373
7399.422070080327,2659.2671140807474,2741.6827961472677,1349.671101504426,4813.450018005944,-89.99325512237056,8500.317591050982,1636.2450153477062,2856.2715627149055,8168.462703906136,1287.9791520488666,3385.225242312599,5076.164783918314,7217.279299514251,3972.7706815555375,9444.010339641343,4390.399223491797,4389.618007180112,3369.885042579721
-3669.1513903347595,2852.70959169245,2580.2364977114435,2997.3531614217563,15674.125555329347,-6202.798727085688,5913.78197552075,-2433.1333666089854,3952.269155242475,4354.7466540044525,4928.972837186866,2774.7357458116803,5439.537560055477,5217.506268197035,4363.002639333201,14554.517788698786,4992.8896045302445,10103.772965749751,3277.2602220446083
5440.312178237913,3650.4683001616568,2462.5913237716454,3208.8979562199406,9988.290198133389,5086.282746064543,4660.575099067032,-2301.0656915566683,-2367.0701232949286,4571.159597222079,5466.740065357718,2533.3890668923655,5348.489269211936,4196.051216063431,4441.120521568642,9630.566667543977,7565.826431155685,4807.170792039385,2965.000050429449
-918.8631884479255,3126.229754251396,1493.5233377689506,3442.8031947436652,8266.033498974739,3493.5808408644525,7828.493431331929,1488.3742288504618,410.8573275316603,3441.1434861387593,5539.482273558396,2790.5084760890727,3723.0342458273813,4190.158826160134,4931.326835063786,4896.406686938913,2744.0748583795585,2259.6177986414145,3670.531624136561
4590.374962825733,3124.008119827511,2391.4572207933934,3161.2231096913347,10843.45390112649,2934.0558207904587,9561.914475960772,4057.3362510482757,6892.817480150381,3860.7324326042476,4333.679281574023,2750.4637258270245,6105.088861264424,5271.573691195502,4467.039339308433,8165.173550044181,10006.970812434345,2408.526399793199,2807.4946422424528
3407.8315091564073,3315.445983345068,2054.815115332502,3122.861888316236,40454.923571573214,6486.683420811549,7004.250727950845,2106.6863945722343,4462.767004269576,3819.516209066138,2667.3940006942075,2763.343216903951,4900.045685742634,3555.5708736786864,4116.857630659421,8592.483032669814,5588.103363116162,3427.2553032377464,3144.2926885835486
