南投縣,台中市,台北市,台南市,台東縣,嘉義市,嘉義縣,基隆市,宜蘭縣,屏東縣,彰化縣,新北市,新竹市,新竹縣,桃園市,花蓮縣,苗栗縣,雲林縣,高雄市
1722.520894760804,3210.1393814961857,2905.216737839962,2871.817091427345,12713.334295305984,2016.8147970105115,22549.573863586014,5284.124776384522,4105.302488830009,547.5206165827021,6027.748118378869,2618.44023505934,7543.032178367752,5769.87882970511,6236.811819808395,7723.193402494149,27332.978484274892,2125.915507854289,3907.775009591498
5493.016986661294,2396.764852995712,2707.816242711339,2737.162808929388,-13312.836375615832,11999.27017892696,4567.333832274013,-4608.5547483167775,29.694988435869163,3863.423038510518,3685.1113276455503,2740.0895693691828,1659.9190736585497,4689.266293667056,4197.054208426795,-2675.6991360459033,7091.355988331697,1961.8686176804267,4728.875149463858
10996.68526842911,5040.398374144379,3058.67199554373,3725.9160726140794,14732.92527330448,16007.410131028995,8320.114000932943,-1815.8802931880618,3591.5273365828757,-2887.1249197090337,355.24792165059034,2708.039367865482,4533.650740033749,3290.3595750106824,4121.413138512467,20801.495505057785,1413.0151146269686,7491.272557738408,3176.7699216996275
66.25976352215457,1870.8705300118313,1760.07450196048,3995.5727387068364,1150.6302601776852,9638.959283450045,-13286.233624761968,-9240.343526685232,2888.2665489044675,-372.52468124341976,-551.6558515639517,3062.3980878472876,10036.906116519527,-147.36044318290078,4573.634440052394,4501.806517510262,14125.093150514911,9253.492843074455,2535.70967650537
13375.461983042667,2952.372988104558,2402.0193886561287,2542.9614116120692,-849.6678131316066,-4502.431121730937,3714.5502461601013,4648.600582929453,-1319.3109086284003,4906.827505079305,5546.55584775528,2817.000258738421,3593.719948952168,5634.708063013817,4446.872593903889,9109.156297817759,16540.95196311517,6953.503649714325,3213.2420095732177
9641.408043850879,2353.244649857572,2012.2513164361776,2152.7612687098526,24087.933470615637,6298.682855738892,10901.454539242175,6080.707520775139,5418.776169028175,11816.854158443643,1752.5906753194495,2644.6547593354585,8847.907101072626,7862.273940384943,4603.3071377959095,8078.891743845987,5231.811570078671,1742.8608269642273,3058.997260240926
2717.1879626488803,2577.415423939333,2443.79205188701,-2819.3198585098908,5379.613907493767,1449.3275131307587,10018.243953377756,2768.076804496546,13379.36810774522,-1728.939499293002,2006.8307139824246,3478.2589630148777,6564.857250136862,7999.816878317185,4084.0890585654774,14539.758502911676,4358.930221648215,5276.785411547082,1977.7688503904387
3027.7880120993614,4608.607955633991,2209.1556251407537,8122.402536643828,-37292.993355223465,8394.631109272335,23224.714830033725,1859.03709595234,4610.0869139342085,6484.11838512547,3698.936550418585,2814.5249769012357,9335.161755425386,3643.0202915398722,4492.952955604929,9474.800373534767,-19911.122657684056,2576.0390946863013,3929.060426501742
2023.100943541759,2580.338492543677,2391.396227578914,4628.553107808594,6618.887884117127,19884.73033979625,9837.350669411768,7337.639778793322,2728.2088118984257,-1596.5207324429011,5885.717535211648,2623.558232349367,3589.251778410904,3254.2158764065935,3516.9884066999202,9970.870932659078,266.1587624559538,16351.278383355031,3004.660313913046
5592.189065858543,2863.585343863703,2832.6156699637363,5872.030685398846,7277.598889634804,-6386.307476940759,10415.544961167296,3055.3510389992257,8390.856948083901,3864.795288404179,5761.954382446741,2611.241569318552,4720.349057748151,5791.527393667394,2689.741375480965,6927.06545325666,6863.483946008597,5843.498921350002,1347.0574506794576
