南投縣,台中市,台北市,台南市,台東縣,嘉義市,嘉義縣,基隆市,宜蘭縣,屏東縣,彰化縣,新北市,新竹市,新竹縣,桃園市,花蓮縣,苗栗縣,雲林縣,高雄市
2164.1136176117298,1957.981086200698,4348.344033540147,8194.529079313368,37953.25510719991,-33469.02688724697,-68775.31298500989,12299.588574292562,12483.339778572044,-55954.05701123711,-3245.2469732241443,2664.175799837495,4319.043054587182,-40071.458222672154,3979.727125265629,582.9049204253588,-8567.591266802037,9198.515065975924,12274.336171320294
62675.670519138,3270.5966308419825,858.4328960421051,7321.702232205594,-46128.610124299616,19380.463406845793,-4433.102102624173,-11995.894487082984,4001.403543029568,22442.29303505208,10861.011463461118,-1911.0207636065238,5472.289070130433,13123.961445986937,6127.626376938593,17682.750543201026,79875.5819599382,4732.417864896258,12472.88207738398
-7748.532803227105,1026.6157102941029,1950.0383211738226,5810.996243579524,-120281.84910352484,-17957.759265062094,7511.528945122513,5077.692230381186,31647.89954328779,9835.15707664498,-1634.1697798876794,2243.6459088876563,23004.3462028418,-2662.8545725615113,7366.682422097412,-57086.47100471117,8390.194405598206,8010.44989974926,5254.910796022596
-39597.394873714475,3136.2120424435875,3163.6654178420167,-7258.344017624546,-63729.6602701695,-26851.98784922863,47876.929421452274,-16292.100831653855,13267.415899038442,37523.678689678534,15811.387571523192,3888.986876744916,28217.539898891602,33431.573615326706,2832.3194562013573,60194.78698602323,-64292.677402948706,67023.84198457787,197.8830469967138
-372.877415436903,-5548.892536068698,3479.356008875352,2235.1295885834634,-27218.632754577484,8468.48148605411,47061.697787807476,-1221.057747644386,-16863.873257804382,-19149.783102121506,-1067.556411924239,-306.28508510139727,18146.259498717125,2235.5701539691163,7103.219464575658,1531.6218426193013,6304.397401229271,-5100.043035423943,3062.244619456708
15001.26919211318,4717.502220754079,-1026.6956362247947,7935.579623612672,76243.19964714072,-2380.778977984824,15614.412838092201,13456.881552022216,1327.4345873728248,-12973.468231611347,21572.084461738832,3595.946086499568,-7276.486342446853,1877.5411927337145,6043.961316976355,-80231.40860618562,10070.284991476958,-1460.4887930657665,-511.21191496397887
9513.052050650225,7179.3612553921985,-4150.805166837779,4338.173030113589,57236.46906053789,125603.61175389668,-1188.4397816833762,36277.67632818426,28321.95381271324,6372.896241515144,4093.5482295959882,350.1014500442361,11741.15126838502,5293.815594714408,7494.270702028001,-11983.555567017986,-12548.822598467958,-47066.902627083946,848.3602418617274
49365.97636400487,4341.078950690165,1260.4276486845342,-1122.7298898525814,-513.0992653182775,2125.7546961415724,-12258.231748235583,-1920.5537057437068,11851.713240894562,2457.8080993329677,-546.4011837134585,4009.3296113622237,-14349.677946820055,8209.82593811022,3344.0757449470257,-12294.871107415922,41815.665484337995,32511.56420251824,6086.877350973371
-1787.366078995139,4793.33616814934,248.76749258845894,5510.212007739663,50719.36283901997,8100.93707792337,-185.95273376458135,455.46387513430477,-752.0254374569577,27165.916817072648,15347.91016304943,3360.8425117999545,-28002.43255905641,16424.553482071766,3887.8847429547095,18355.144050226096,-2668.5068462835347,3907.5540322034603,4574.882449296328
17693.63772044275,3156.032987201052,963.9395116266173,2385.998374592831,-28715.608298081555,-3991.893298138481,14491.091223880456,1526.919787480977,-18321.026751769172,14125.191924748018,-1634.418902841362,801.6233751091149,24153.19834402992,6616.770295056931,4945.758202384046,-13386.594112353512,26880.122537513795,41562.41521516776,8602.208388929865
22208.60366307729,-1034.4263135254491,3221.0221950078267,3087.7709867140247,87618.85304002724,6754.408546512448,87321.27790795875,2516.5470540002775,9367.65776529236,28062.335442340485,-6366.859969868269,2694.378171861461,-4662.242552703843,8104.057705284218,654.8118147964169,5153.089213867491,10471.400169195069,-1946.8673451348427,3149.983862190114
9319.689711882389,231.3730790834652,909.29217186855,-15698.55671666369,11021.065796774536,-7882.165143515038,-41482.88669110133,-18709.131383856195,6547.111875817622,10580.879075574274,5569.555699190728,2959.1069049506223,15412.292156212723,16938.78192870796,4330.514588879954,20519.003191821077,5937.121122830473,2160.286737224009,2833.231467155124
44478.296946382376,2761.8562352015606,2530.61986032628,2905.7566713271012,-15596.123745429173,28523.006838629266,-104592.37711208756,-40955.274251627976,4312.622569146108,8198.679044526138,16979.591439396103,-1859.8580493165005,4929.4827207023245,4203.854257526914,-1178.1464624764112,-48302.56340945829,48729.086336175766,-20793.71706913231,6057.674836189709
27911.977845832604,8452.502017194081,5123.026598812767,-7517.756127154846,-14738.26741018146,-1326.862957926388,-7570.662701962764,24628.859215273296,900.8492580065326,31077.74203073403,-649.9251481551428,3422.158901059449,-6087.564977052889,253.74829210974076,1789.921629252607,-28836.999405678227,-1523.2782693908516,-4923.560666387844,5116.112565262802
1646.3143404223756,4504.809418363665,-668.975595164407,4705.383650905489,-44418.62625922531,-41085.397182886525,-35943.68790094339,21683.096759894263,17331.43988920193,16034.093269634195,-1152.8643057860081,3782.087862918892,6983.366158741641,3507.3591079607986,5709.307341348127,22171.09452765096,-7318.198449622951,33888.463966414485,-2694.999031147593
