南投縣,台中市,台北市,台南市,台東縣,嘉義市,嘉義縣,基隆市,宜蘭縣,屏東縣,彰化縣,新北市,新竹市,新竹縣,桃園市,花蓮縣,苗栗縣,雲林縣,高雄市
12983.3346933656,-1837.033478590697,691.5679943290952,9487.237533602758,319409.5640788915,59117.530655098555,-69174.82719209515,20241.109040543826,1209.4742700082888,25923.704056577113,7591.137618656574,1076.0643735433966,-75003.9790165158,-5563.44684375486,1627.4275475625332,20917.552253493457,-42957.25654068719,-18960.38442991968,5251.501418255966
1842.1503441960258,9767.054936757308,4096.7713887558275,-4172.727005631373,-64386.53850446661,5182.683397627152,20188.578847721063,-119680.21597320675,-10165.279872908788,-15261.847223582321,-30169.990291104517,3202.917076429183,26192.3729365716,18449.297380345037,7375.233137244506,-19025.81515580661,-53920.52667535328,-8019.945194943986,-9494.272941085728
-6871.234622683968,8452.281398118332,7175.67118139223,1297.4987034371945,205369.67682304396,39490.728397452265,49752.7905245298,1820.6765930561962,-20660.8461028189,-34992.912365089775,4108.198537479656,4011.84164103066,-20010.150675856356,10055.177672242186,-5178.993611879633,-98832.80424282944,54904.94054300965,-36086.326229386934,20427.433647342736
1619.4881247580934,1925.5428330081859,-7454.949328417571,1202.0749614850652,-155933.02144582136,49803.78703766283,-91037.07800304922,134.04396226678773,183301.07239271724,-6382.6182576057645,-36120.21375424987,12364.539243747688,-17565.63885107361,10975.586489261876,-4782.651998149619,94592.88166195636,-41049.22810620022,28052.544210131164,-7713.2509041137355
-41491.12180984471,4660.329702840514,5349.037959127989,12013.552745322497,99422.30069967361,-3386.050466570879,134044.7528888488,82110.02243773123,134521.338781735,7011.263288737102,2532.3943063961924,4779.688523873854,-6993.080473488066,90239.78866780907,10159.705560531624,45656.04149301995,23499.813445405845,23670.246301859894,-16963.299676096318
-12409.163141061108,-1822.2466538861463,-3083.9875267938464,6964.28032592186,1041.1114065663587,44252.137199415,83808.3854237092,-69438.85845977868,44662.352076080104,19039.12592255253,-2379.6944092640497,-2106.838479960637,-13966.51477587844,73737.3323241304,7864.228357748872,-95826.99653279885,98746.74284547052,30195.084630898345,3334.604229926814
5006.9174289094835,-2107.625445570081,-6180.646515373677,9610.176808357057,-108215.18494639231,51163.826221691685,-100501.00027869441,-35880.89907174943,-9368.73437228558,20686.033674518978,32125.85812194386,1216.344123128808,-40946.41451008108,18345.062454471863,-2504.581520457654,20312.923940144006,31956.038261794016,-8702.627899587194,7980.49357643948
31851.30063433183,4049.381102176466,3760.0401303057142,-16002.89850136264,-11446.571468362396,19178.74329585801,-9066.888394576636,-61045.67725773539,-114202.74319763132,23136.21071318746,-54270.56505830975,4334.033126080097,16549.86631745309,-994.847345887787,-11959.845882389458,17741.08997852738,187318.54789720563,181495.65950538934,-500.33982711576755
-31798.970994695555,-7728.877666262978,1392.3025930299796,20504.096600120123,-29174.600809326083,211740.49463489148,87401.4822739917,-29038.600735762786,21214.318571485168,-16848.323332759137,-9458.900830993247,-10267.31908067614,13193.53057367322,-8347.706213129846,19224.107628809525,26017.92244503222,17204.10820648051,-19611.326003332535,-1016.7114929961431
-26450.609431978584,9347.646018141291,-1250.8576431804318,-1578.6478218287066,25809.504126509324,-78790.860164059,21828.344597054347,-46291.31420158345,12091.161508709161,-20898.331287814333,-27420.85486856809,-2443.1685749519497,54433.807211521605,34382.784082273356,12189.351456414865,-14964.883771960533,-3015.1201606606933,53857.98186964968,5129.375139221061
